"","event_name","Date","Tickets","Season","Game_Number","Day","effective_day","O_Team","Time_Type2","Month","Weekend","School","start_of_homestand","end_of_homestand","Opening_Day","Holiday","Fourth_of_july","Final_Game","BobbleHead","replica","Day_In_Homestand","star_wars","concert","christian_concert","playoff_odds","delete","afternoon_weekday","afternoon_weekend","Week","weighted_odds","first_homestand","Time_Type"
"137","EXBB0803",2019-08-03,42085,2019,56,"SAT","SAT","Cincinnati Reds",3,"Aug",1,0,0,0,0,0,0,0,0,0,3,0,0,0,99,0,0,0,31,5544,0,3
"138","EXBB0804",2019-08-04,33083,2019,57,"SUN","SUN","Cincinnati Reds",1,"Aug",1,0,0,1,0,0,0,0,0,0,4,0,0,0,99,0,0,1,31,5643,0,1
"139","EXBB0813",2019-08-13,27627,2019,58,"TUE","TUE","New York Mets",3,"Aug",0,1,1,0,0,0,0,0,0,0,1,0,0,0,99,0,0,0,33,5742,0,5
"140","EXBB0814",2019-08-14,23582,2019,59,"WED","WED","New York Mets",3,"Aug",0,1,0,0,0,0,0,0,0,0,2,0,0,0,100,0,0,0,33,5900,0,5
"141","EXBB0815",2019-08-15,25424,2019,60,"THU","THU","New York Mets",3,"Aug",0,1,0,0,0,0,0,0,0,0,3,0,0,0,100,0,0,0,33,6000,0,5
"142","EXBB0816",2019-08-16,41413,2019,61,"FRI","FRI","Los Angeles Dodgers",3,"Aug",1,1,0,0,0,0,0,0,0,0,4,0,0,0,99,0,0,0,33,6039,0,3
"143","EXBB0817",2019-08-17,43619,2019,62,"SAT","SAT","Los Angeles Dodgers",3,"Aug",1,1,0,0,0,0,0,0,0,0,5,0,0,0,100,0,0,0,33,6200,0,3
"144","EXBB0818",2019-08-18,37617,2019,63,"SUN","SUN","Los Angeles Dodgers",1,"Aug",1,1,0,0,0,0,0,0,0,0,6,0,0,0,100,0,0,1,33,6300,0,1
"145","EXBB0820",2019-08-20,21271,2019,64,"TUE","TUE","Miami Marlins",3,"Aug",0,1,0,0,0,0,0,0,0,0,7,0,0,0,100,0,0,0,34,6400,0,5
"146","EXBB0821",2019-08-21,23537,2019,65,"WED","WED","Miami Marlins",3,"Aug",0,1,0,0,0,0,0,0,0,0,8,0,0,0,100,0,0,0,34,6500,0,5
"147","EXBB0822",2019-08-22,23967,2019,66,"THU","THU","Miami Marlins",3,"Aug",0,1,0,1,0,0,0,0,0,0,9,0,0,0,100,0,0,0,34,6600,0,5
"148","EXBB0830",2019-08-30,39097,2019,67,"FRI","FRI","Chicago White Sox",3,"Aug",1,1,1,0,0,0,0,0,1,0,1,0,0,0,100,0,0,0,35,6700,0,3
"149","EXBB0831",2019-08-31,36664,2019,68,"SAT","SAT","Chicago White Sox",3,"Aug",1,1,0,0,0,0,0,0,0,0,2,0,0,0,100,0,0,0,35,6800,0,3
"150","EXBB0901",2019-09-01,41397,2019,69,"SUN","SAT","Chicago White Sox",2,"Sep",1,1,0,0,0,0,0,0,0,0,3,0,1,0,100,0,0,1,35,6900,0,2
"151","EXBB0902",2019-09-02,28987,2019,70,"MON","SUN","Toronto Blue Jays",1,"Sep",0,1,0,0,0,0,0,0,0,0,4,0,0,0,100,0,1,0,36,7000,0,4
"152","EXBB0903",2019-09-03,25427,2019,71,"TUE","TUE","Toronto Blue Jays",3,"Sep",0,1,0,0,0,0,0,0,0,0,5,0,0,0,100,0,0,0,36,7100,0,5
"153","EXBB0905",2019-09-05,28831,2019,72,"THU","THU","Washington Nationals",3,"Sep",0,1,0,0,0,0,0,0,0,0,6,0,0,0,100,0,0,0,36,7200,0,5
"154","EXBB0906",2019-09-06,37181,2019,73,"FRI","FRI","Washington Nationals",3,"Sep",1,1,0,0,0,0,0,0,0,0,7,0,0,0,100,0,0,0,36,7300,0,3
"155","EXBB0907",2019-09-07,40467,2019,74,"SAT","SAT","Washington Nationals",3,"Sep",1,1,0,0,0,0,0,0,0,0,8,0,0,0,100,0,0,0,36,7400,0,3
"156","EXBB0908",2019-09-08,31789,2019,75,"SUN","SUN","Washington Nationals",1,"Sep",1,1,0,1,0,0,0,0,0,0,9,0,0,0,100,0,0,1,36,7500,0,1
"157","EXBB0917",2019-09-17,28843,2019,76,"TUE","TUE","Philadelphia Phillies",3,"Sep",0,1,1,0,0,0,0,0,1,0,1,0,0,0,100,0,0,0,38,7600,0,5
"158","EXBB0918",2019-09-18,27937,2019,77,"WED","WED","Philadelphia Phillies",3,"Sep",0,1,0,0,0,0,0,0,0,0,2,0,0,0,100,0,0,0,38,7700,0,5
"159","EXBB0919",2019-09-19,33223,2019,78,"THU","THU","Philadelphia Phillies",1,"Sep",0,1,0,0,0,0,0,0,0,0,3,0,0,0,100,0,1,0,38,7800,0,4
"160","EXBB0920",2019-09-20,37419,2019,79,"FRI","FRI","San Francisco Giants",3,"Sep",1,1,0,0,0,0,0,0,0,0,4,0,0,0,100,0,0,0,38,7900,0,3
"161","EXBB0921",2019-09-21,40899,2019,80,"SAT","SAT","San Francisco Giants",3,"Sep",1,1,0,0,0,0,0,0,0,0,5,0,0,0,100,0,0,0,38,8000,0,3
"162","EXBB0922",2019-09-22,33674,2019,81,"SUN","SUN","San Francisco Giants",1,"Sep",1,1,0,1,0,0,0,1,0,0,6,0,0,0,100,0,0,1,38,8100,0,1
"163","ESBB0409",2021-04-09,14342,2021,1,"FRI","FRI","Philadelphia Phillies",3,"Apr",1,1,1,0,1,0,0,0,0,0,1,0,0,0,56,0,0,0,15,56,1,3
"164","ESBB0410",2021-04-10,14394,2021,2,"SAT","SAT","Philadelphia Phillies",3,"Apr",1,1,0,0,0,0,0,0,0,0,2,0,0,0,60,0,0,0,15,120,1,3
"165","ESBB0411",2021-04-11,14221,2021,3,"SUN","SUN","Philadelphia Phillies",1,"Apr",1,1,0,0,0,0,0,0,0,0,3,0,0,0,57,0,0,1,16,171,1,1
"166","ESBB0412",2021-04-12,11830,2021,4,"MON","MON","Miami Marlins",3,"Apr",0,1,0,0,0,0,0,0,0,0,4,0,0,0,52,0,0,0,16,208,1,5
"167","ESBB0413",2021-04-13,12036,2021,5,"TUE","TUE","Miami Marlins",3,"Apr",0,1,0,0,0,0,0,0,0,0,5,0,0,0,51,0,0,0,16,255,1,5
"168","ESBB0414",2021-04-14,12480,2021,6,"WED","WED","Miami Marlins",3,"Apr",0,1,0,0,0,0,0,0,0,0,6,0,0,0,46,0,0,0,16,276,1,5
"169","ESBB0415",2021-04-15,11739,2021,7,"THU","THU","Miami Marlins",1,"Apr",0,1,0,1,0,0,0,0,0,0,7,0,0,0,51,0,1,0,16,357,1,4
"170","ESBB0423",2021-04-23,19258,2021,8,"FRI","FRI","Arizona Diamondbacks",3,"Apr",1,1,1,0,0,0,0,0,0,0,1,0,0,0,53,0,0,0,17,424,0,3
"171","ESBB0424",2021-04-24,0,2021,9,"SAT","SAT","Arizona Diamondbacks",3,"Apr",1,1,0,0,0,0,0,0,0,0,2,0,0,0,54,1,0,0,17,486,0,3
"172","ESBB0425",2021-04-25,20693,2021,10,"SUN","SUN","Arizona Diamondbacks",1,"Apr",1,1,0,0,0,0,0,0,0,0,3,0,0,0,44,0,0,1,18,440,0,1
"173","ESBB0426",2021-04-26,17956,2021,11,"MON","MON","Chicago Cubs",3,"Apr",0,1,0,0,0,0,0,0,0,0,4,0,0,0,46,0,0,0,18,506,0,5
"174","ESBB0427",2021-04-27,17603,2021,12,"TUE","TUE","Chicago Cubs",3,"Apr",0,1,0,0,0,0,0,0,0,0,5,0,0,0,50,0,0,0,18,600,0,5
"175","ESBB0428",2021-04-28,18709,2021,13,"WED","WED","Chicago Cubs",3,"Apr",0,1,0,0,0,0,0,0,0,0,6,0,0,0,55,0,0,0,18,715,0,5
"176","ESBB0429",2021-04-29,19661,2021,14,"THU","THU","Chicago Cubs",3,"Apr",0,1,0,1,0,0,0,0,0,0,7,0,0,0,50,0,0,0,18,700,0,5
"177","EXBB0507",2021-05-07,38952,2021,15,"FRI","FRI","Philadelphia Phillies",3,"May",1,1,1,0,1,0,0,0,0,0,1,0,0,0,33,0,0,0,19,495,0,3
"178","EXBB0508",2021-05-08,39852,2021,16,"SAT","SAT","Philadelphia Phillies",3,"May",1,1,0,0,0,0,0,0,0,0,2,0,0,0,36,0,0,0,19,576,0,3
"179","EXBB0509",2021-05-09,28829,2021,17,"SUN","SUN","Philadelphia Phillies",1,"May",1,1,0,0,0,0,0,0,0,0,3,0,0,0,41,0,0,1,20,697,0,1
"180","EXBB0511",2021-05-11,21688,2021,18,"TUE","TUE","Toronto Blue Jays",3,"May",0,1,0,0,0,0,0,0,0,0,4,0,0,0,36,0,0,0,20,648,0,5
"181","EXBB0512",2021-05-12,21171,2021,19,"WED","WED","Toronto Blue Jays",3,"May",0,1,0,0,0,0,0,0,0,0,5,0,0,0,32,0,0,0,20,608,0,5
"182","EXBB0513",2021-05-13,21653,2021,20,"THU","THU","Toronto Blue Jays",1,"May",0,1,0,1,0,0,0,0,0,0,6,0,0,0,30,0,1,0,20,600,0,4
"183","EXBB0517",2021-05-17,22691,2021,21,"MON","MON","New York Mets",3,"May",0,1,1,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,21,630,0,5
"184","EXBB0518",2021-05-18,21667,2021,22,"TUE","TUE","New York Mets",3,"May",0,1,0,0,0,0,0,0,0,0,2,0,0,0,25,0,0,0,21,550,0,5
"185","EXBB0519",2021-05-19,22619,2021,23,"WED","WED","New York Mets",3,"May",0,1,0,0,0,0,0,0,0,0,3,0,0,0,30,0,0,0,21,690,0,5
"186","EXBB0520",2021-05-20,21430,2021,24,"THU","THU","Pittsburgh Pirates",3,"May",0,1,0,0,0,0,0,0,0,0,4,0,0,0,27,0,0,0,21,648,0,5
"187","EXBB0521",2021-05-21,37545,2021,25,"FRI","FRI","Pittsburgh Pirates",3,"May",1,1,0,0,0,0,0,0,0,0,5,0,0,0,33,0,0,0,21,825,0,3
"188","EXBB0522",2021-05-22,40068,2021,26,"SAT","SAT","Pittsburgh Pirates",3,"May",1,0,0,0,0,0,0,0,0,0,6,0,0,0,36,0,0,0,21,936,0,3
"189","EXBB0523",2021-05-23,39874,2021,27,"SUN","SUN","Pittsburgh Pirates",1,"May",1,0,0,1,0,0,0,0,1,0,7,0,0,0,39,0,0,1,22,1053,0,1
"190","EXBB0531",2021-05-31,37668,2021,28,"MON","SUN","Washington Nationals",1,"May",0,0,1,0,0,0,0,0,0,0,1,0,0,0,24,0,0,1,23,672,0,1
"191","EXBB0601",2021-06-01,24083,2021,29,"TUE","TUE","Washington Nationals",3,"Jun",0,0,0,0,0,0,0,0,0,0,2,0,0,0,23,0,0,0,23,667,0,5
"192","EXBB0602",2021-06-02,32752,2021,30,"WED","WED","Washington Nationals",3,"Jun",0,0,0,0,0,0,0,0,1,0,3,0,0,0,20,0,0,0,23,600,0,5
"193","EXBB0603",2021-06-03,25595,2021,31,"THU","THU","Washington Nationals",1,"Jun",0,0,0,0,0,0,0,0,0,0,4,0,0,0,23,0,1,0,23,713,0,4
"194","EXBB0604",2021-06-04,40514,2021,32,"FRI","FRI","Los Angeles Dodgers",3,"Jun",1,0,0,0,0,0,0,0,0,0,5,0,0,0,21,0,0,0,23,672,0,3
"195","EXBB0605",2021-06-05,41136,2021,33,"SAT","SAT","Los Angeles Dodgers",3,"Jun",1,0,0,0,0,0,0,0,0,0,6,0,0,0,23,0,0,0,23,759,0,3
"196","EXBB0606",2021-06-06,39439,2021,34,"SUN","SUN","Los Angeles Dodgers",1,"Jun",1,0,0,1,0,0,0,0,0,0,7,0,0,0,25,0,0,1,24,850,0,1
"197","EXBB0615",2021-06-15,36638,2021,35,"TUE","TUE","Boston Red Sox",3,"Jun",0,0,1,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,25,490,0,5
"198","EXBB0616",2021-06-16,39847,2021,36,"WED","WED","Boston Red Sox",3,"Jun",0,0,0,0,0,0,0,0,1,0,2,0,0,0,12,0,0,0,25,432,0,5
"199","EXBB0617",2021-06-17,33412,2021,37,"THU","THU","St. Louis Cardinals",3,"Jun",0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,0,0,25,518,0,5
"200","EXBB0618",2021-06-18,40377,2021,38,"FRI","FRI","St. Louis Cardinals",3,"Jun",1,0,0,0,0,0,0,0,0,0,4,0,0,0,17,0,0,0,25,646,0,3
"201","EXBB0619",2021-06-19,33613,2021,39,"SAT","SAT","St. Louis Cardinals",3,"Jun",1,0,0,0,0,0,0,0,0,0,5,0,0,0,17,1,0,0,25,663,0,3
"202","EXBB0620",2021-06-20,36977,2021,40,"SUN","SUN","St. Louis Cardinals",1,"Jun",1,0,0,1,0,0,0,0,0,0,6,0,0,0,15,0,0,1,26,600,0,1
"203","EXBB0629",2021-06-29,29274,2021,41,"TUE","TUE","New York Mets",3,"Jun",0,0,1,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,27,492,0,5
"204","EXBB0630",2021-06-30,28405,2021,42,"WED","WED","New York Mets",3,"Jun",0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,27,630,0,5
"205","EXBB0701",2021-07-01,35777,2021,43,"THU","THU","New York Mets",3,"Jul",0,0,0,0,0,0,0,0,1,0,3,0,0,0,19,0,0,0,27,817,0,5
"206","EXBB0702",2021-07-02,38203,2021,44,"FRI","FRI","Miami Marlins",3,"Jul",1,0,0,0,0,0,0,0,0,0,4,0,0,0,21,0,0,0,27,924,0,3
"207","EXBB0703",2021-07-03,38526,2021,45,"SAT","SAT","Miami Marlins",2,"Jul",1,0,0,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,27,720,0,2
"208","EXBB0704",2021-07-04,34485,2021,46,"SUN","SAT","Miami Marlins",1,"Jul",1,0,0,1,0,0,1,0,0,0,6,0,0,0,18,0,0,1,28,828,0,1
"209","EXBB0716",2021-07-16,40485,2021,47,"FRI","FRI","Tampa Bay Rays",3,"Jul",1,0,1,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,29,376,0,3
"210","EXBB0717",2021-07-17,40868,2021,48,"SAT","SAT","Tampa Bay Rays",3,"Jul",1,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,29,672,0,3
"211","EXBB0718",2021-07-18,34544,2021,49,"SUN","SUN","Tampa Bay Rays",1,"Jul",1,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,1,30,490,0,1
"212","EXBB0719",2021-07-19,14414,2021,50,"MON","MON","San Diego Padres",3,"Jul",0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,1,0,0,30,450,0,5
"213","EXBB0720",2021-07-20,36621,2021,51,"TUE","TUE","San Diego Padres",3,"Jul",0,0,0,0,0,0,0,0,1,0,5,0,0,0,12,0,0,0,30,612,0,5
"214","EXBB0721",2021-07-21,28621,2021,52,"WED","WED","San Diego Padres",3,"Jul",0,0,0,1,0,0,0,0,0,0,6,0,0,0,8,0,0,0,30,416,0,5
"215","EXBB0730",2021-07-30,38680,2021,53,"FRI","FRI","Milwaukee Brewers",3,"Jul",1,0,1,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,31,636,0,3
"216","EXBB0731",2021-07-31,39088,2021,54,"SAT","SAT","Milwaukee Brewers",3,"Jul",1,0,0,0,0,0,0,0,0,0,2,0,0,0,17,0,0,0,31,918,0,3
"217","EXBB0801",2021-08-01,33469,2021,55,"SUN","SUN","Milwaukee Brewers",1,"Aug",1,0,0,1,0,0,0,0,1,0,3,0,0,0,15,0,0,1,32,825,0,1
"218","EXBB0806",2021-08-06,34454,2021,56,"FRI","FRI","Washington Nationals",3,"Aug",1,0,1,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,32,1680,0,3
"219","EXBB0807",2021-08-07,38300,2021,57,"SAT","SAT","Washington Nationals",3,"Aug",1,0,0,0,0,0,0,0,0,0,2,0,0,0,24,0,0,0,32,1368,0,3
"220","EXBB0808",2021-08-08,29101,2021,58,"SUN","SUN","Washington Nationals",1,"Aug",1,0,0,0,0,0,0,0,0,0,3,0,0,0,26,0,0,1,33,1508,0,1
"221","EXBB0810",2021-08-10,24432,2021,59,"TUE","TUE","Cincinnati Reds",3,"Aug",0,1,0,0,0,0,0,0,0,0,4,0,0,0,32,0,0,0,33,1888,0,5
"222","EXBB0811",2021-08-11,23375,2021,60,"WED","WED","Cincinnati Reds",3,"Aug",0,1,0,0,0,0,0,0,0,0,5,0,0,0,37,0,0,0,33,2220,0,5
"223","EXBB0812",2021-08-12,23995,2021,61,"THU","THU","Cincinnati Reds",3,"Aug",0,1,0,1,0,0,0,0,1,0,6,0,0,0,28,0,0,0,33,1708,0,5
"224","EXBB0823",2021-08-23,39176,2021,62,"MON","MON","New York Yankees",3,"Aug",0,1,1,0,0,0,0,0,1,0,1,0,0,0,77,0,0,0,35,4774,0,5
"225","EXBB0824",2021-08-24,37426,2021,63,"TUE","TUE","New York Yankees",3,"Aug",0,1,0,1,0,0,0,0,0,0,2,0,0,0,78,0,0,0,35,4914,0,5
"226","EXBB0827",2021-08-27,35586,2021,64,"FRI","FRI","San Francisco Giants",3,"Aug",1,1,1,0,0,0,0,0,0,0,3,0,0,0,89,0,0,0,35,5696,0,3
"227","EXBB0828",2021-08-28,39558,2021,65,"SAT","SAT","San Francisco Giants",3,"Aug",1,1,0,0,0,0,0,0,0,0,4,0,0,0,84,0,0,0,35,5460,0,3
"228","EXBB0829",2021-08-29,28820,2021,66,"SUN","SUN","San Francisco Giants",1,"Aug",1,1,0,1,0,0,0,0,0,0,5,0,0,0,86,0,0,1,36,5676,0,1
"229","EXBB0907",2021-09-07,20544,2021,67,"TUE","TUE","Washington Nationals",3,"Sep",0,1,1,0,0,0,0,0,0,0,1,0,0,0,76,0,0,0,37,5092,0,5
"230","EXBB0908",2021-09-08,20074,2021,68,"WED","WED","Washington Nationals",3,"Sep",0,1,0,0,0,0,0,0,0,0,2,0,0,0,74,0,0,0,37,5032,0,5
"231","EXBB0909",2021-09-09,23657,2021,69,"THU","THU","Washington Nationals",3,"Sep",0,1,0,0,0,0,0,0,0,0,3,0,0,0,81,0,0,0,37,5589,0,5
"232","EXBB0910",2021-09-10,33850,2021,70,"FRI","FRI","Miami Marlins",3,"Sep",1,1,0,0,0,0,0,0,1,0,4,0,0,0,87,0,0,0,37,6090,0,3
"233","EXBB0911",2021-09-11,35250,2021,71,"SAT","SAT","Miami Marlins",3,"Sep",1,1,0,0,0,0,0,0,0,0,5,0,0,0,81,0,0,0,37,5751,0,3
"234","EXBB0912",2021-09-12,27847,2021,72,"SUN","SUN","Miami Marlins",1,"Sep",1,1,0,0,0,0,0,0,0,0,6,0,0,0,90,0,0,1,38,6480,0,1
"235","EXBB0914",2021-09-14,22579,2021,73,"TUE","TUE","Colorado Rockies",3,"Sep",0,1,0,0,0,0,0,0,0,0,7,0,0,0,91,0,0,0,38,6643,0,5
"236","EXBB0915",2021-09-15,21382,2021,74,"WED","WED","Colorado Rockies",3,"Sep",0,1,0,0,0,0,0,0,0,0,8,0,0,0,86,0,0,0,38,6364,0,5
"237","EXBB0916",2021-09-16,18493,2021,75,"THU","THU","Colorado Rockies",1,"Sep",0,1,0,1,0,0,0,0,0,0,9,0,0,0,84,1,1,0,38,6300,0,4
"238","EXBB0928",2021-09-28,29238,2021,76,"TUE","TUE","Philadelphia Phillies",3,"Sep",0,1,1,0,0,0,0,0,1,0,1,0,0,0,84,0,0,0,40,6384,0,5
"239","EXBB0929",2021-09-29,27664,2021,77,"WED","WED","Philadelphia Phillies",3,"Sep",0,1,0,0,0,0,0,0,0,0,2,0,0,0,84,0,0,0,40,6468,0,5
"240","EXBB0930",2021-09-30,38235,2021,78,"THU","THU","Philadelphia Phillies",3,"Sep",0,1,0,0,0,0,0,0,0,0,3,0,0,0,84,1,0,0,40,6552,0,5
"241","EXBB1001",2021-10-01,32659,2021,79,"FRI","FRI","New York Mets",3,"Oct",1,1,0,0,0,0,0,0,0,0,4,0,0,0,84,0,0,0,40,6636,0,3
"242","EXBB1002",2021-10-02,37616,2021,80,"SAT","SAT","New York Mets",3,"Oct",1,1,0,0,0,0,0,0,0,0,5,0,0,0,84,0,0,0,40,6720,0,3
"243","EXBB1003",2021-10-03,33203,2021,81,"SUN","SUN","New York Mets",2,"Oct",1,1,0,1,0,0,0,0,0,0,6,0,0,0,84,0,0,1,41,6804,0,2
"244","EXBB0407",2022-04-07,40545,2022,1,"THU","THU","Cincinnati Reds",3,"Apr",0,1,1,0,1,0,0,0,0,0,1,0,0,0,86,0,0,0,15,35,1,5
"245","EXBB0408",2022-04-08,40234,2022,2,"FRI","FRI","Cincinnati Reds",3,"Apr",1,1,0,0,0,0,0,0,0,0,2,0,0,0,85,0,0,0,15,70,1,3
"246","EXBB0409",2022-04-09,40310,2022,3,"SAT","SAT","Cincinnati Reds",3,"Apr",1,1,0,0,0,0,0,0,0,0,3,0,0,0,89,0,0,0,15,105,1,3
"247","EXBB0410",2022-04-10,38233,2022,4,"SUN","SUN","Cincinnati Reds",1,"Apr",1,1,0,0,0,0,0,0,0,0,4,0,0,0,89,0,0,1,16,140,1,1
"248","EXBB0411",2022-04-11,42263,2022,5,"MON","MON","Washington Nationals",3,"Apr",0,1,0,0,0,0,0,0,0,1,5,0,0,0,86,0,0,0,16,175,1,5
"249","EXBB0412",2022-04-12,31462,2022,6,"TUE","TUE","Washington Nationals",3,"Apr",0,1,0,0,0,0,0,0,1,0,6,0,0,0,88,0,0,0,16,210,1,5
"250","EXBB0413",2022-04-13,31959,2022,7,"WED","WED","Washington Nationals",1,"Apr",0,1,0,1,0,0,0,0,0,0,7,0,0,0,86,0,1,0,16,245,1,4
"251","EXBB0422",2022-04-22,40402,2022,8,"FRI","FRI","Miami Marlins",3,"Apr",1,1,1,0,0,0,0,0,1,0,1,0,0,0,83,0,0,0,17,280,0,3
"252","EXBB0423",2022-04-23,41931,2022,9,"SAT","SAT","Miami Marlins",3,"Apr",1,1,0,0,0,0,0,0,0,0,2,0,0,0,78,0,0,0,17,315,0,3
"253","EXBB0424",2022-04-24,38440,2022,10,"SUN","SUN","Miami Marlins",1,"Apr",1,1,0,0,0,0,0,0,0,0,3,0,0,0,78,0,0,1,18,350,0,1
"254","EXBB0426",2022-04-26,31990,2022,11,"TUE","TUE","Chicago Cubs",3,"Apr",0,1,0,0,0,0,0,0,1,0,1,0,0,0,78,0,0,0,18,385,0,5
"255","EXBB0427",2022-04-27,30362,2022,12,"WED","WED","Chicago Cubs",3,"Apr",0,1,0,0,0,0,0,0,0,0,2,0,0,0,72,0,0,0,18,420,0,5
"256","EXBB0428",2022-04-28,34183,2022,13,"THU","THU","Chicago Cubs",3,"Apr",0,1,0,1,0,0,0,0,0,0,3,0,0,0,75,0,0,0,18,455,0,5
"257","EXBB0506",2022-05-06,36307,2022,14,"FRI","FRI","Milwaukee Brewers",3,"May",1,1,1,0,0,0,0,0,1,0,1,0,0,0,69,0,0,0,19,490,0,3
"258","EXBB0507",2022-05-07,37857,2022,15,"SAT","SAT","Milwaukee Brewers",3,"May",1,1,0,0,0,0,0,0,0,0,2,0,0,0,71,0,0,0,19,525,0,3
"259","EXBB0508",2022-05-08,36551,2022,16,"SUN","SUN","Milwaukee Brewers",1,"May",1,1,0,0,0,0,0,0,0,0,3,0,0,0,73,0,0,1,20,560,0,1
"260","EXBB0510",2022-05-10,38378,2022,17,"TUE","TUE","Boston Red Sox",3,"May",0,1,0,0,0,0,0,0,1,0,1,0,0,0,70,0,0,0,20,595,0,5
"261","EXBB0511",2022-05-11,37200,2022,18,"WED","WED","Boston Red Sox",3,"May",0,1,0,0,0,0,0,0,0,0,2,0,0,0,71,0,0,0,20,630,0,5
"262","EXBB0513",2022-05-13,40635,2022,19,"FRI","FRI","San Diego Padres",3,"May",1,1,0,0,0,0,0,0,1,0,1,1,0,0,71,0,0,0,20,665,0,3
"263","EXBB0514",2022-05-14,40490,2022,20,"SAT","SAT","San Diego Padres",3,"May",1,1,0,0,0,0,0,0,0,0,2,0,0,0,70,0,0,0,20,700,0,3
"264","EXBB0515",2022-05-15,40114,2022,21,"SUN","SUN","San Diego Padres",1,"May",1,1,0,1,0,0,0,0,0,0,3,0,0,0,67,0,0,1,21,735,0,1
"265","EXBB0523",2022-05-23,41762,2022,22,"MON","MON","Philadelphia Phillies",3,"May",0,1,1,0,0,0,0,0,0,1,1,0,0,0,65,0,0,0,22,770,0,5
"266","EXBB0524",2022-05-24,32274,2022,23,"TUE","TUE","Philadelphia Phillies",3,"May",0,1,0,0,0,0,0,0,0,0,2,0,0,0,68,0,0,0,22,805,0,5
"267","EXBB0525",2022-05-25,29339,2022,24,"WED","WED","Philadelphia Phillies",3,"May",0,1,0,0,0,0,0,0,0,0,3,0,0,0,71,0,0,0,22,840,0,5
"268","EXBB0526",2022-05-26,33188,2022,25,"THU","THU","Philadelphia Phillies",3,"May",0,0,0,0,0,0,0,0,0,0,4,0,0,0,68,0,0,0,22,875,0,5
"269","EXBB0527",2022-05-27,40064,2022,26,"FRI","FRI","Miami Marlins",3,"May",1,0,0,0,0,0,0,0,0,0,5,0,0,0,69,0,0,0,22,910,0,3
"270","EXBB0528",2022-05-28,40682,2022,27,"SAT","SAT","Miami Marlins",2,"May",1,0,0,0,0,0,0,0,0,0,6,0,0,0,65,0,0,0,22,945,0,2
"271","EXBB0529",2022-05-29,39669,2022,28,"SUN","SAT","Miami Marlins",1,"May",1,0,0,1,0,0,0,0,0,0,7,0,0,0,70,0,0,1,23,980,0,1
"272","EXBB0607",2022-06-07,33981,2022,29,"TUE","TUE","Oakland Athletics",3,"Jun",0,0,1,0,0,0,0,0,0,0,1,0,0,0,75,0,0,0,24,1015,0,5
"273","EXBB0608",2022-06-08,42075,2022,30,"WED","WED","Oakland Athletics",3,"Jun",0,0,0,0,0,0,0,0,0,1,2,0,0,0,77,0,0,0,24,1050,0,5
"274","EXBB0609",2022-06-09,39336,2022,31,"THU","THU","Pittsburgh Pirates",3,"Jun",0,0,0,0,0,0,0,0,0,0,3,0,0,0,79,0,0,0,24,1085,0,5
"275","EXBB0610",2022-06-10,41404,2022,32,"FRI","FRI","Pittsburgh Pirates",3,"Jun",1,0,0,0,0,0,0,0,0,0,4,0,0,0,80,0,0,0,24,1120,0,3
"276","EXBB0611",2022-06-11,41219,2022,33,"SAT","SAT","Pittsburgh Pirates",2,"Jun",1,0,0,0,0,0,0,0,0,0,5,0,0,0,82,0,0,0,24,1155,0,2
"277","EXBB0612",2022-06-12,35446,2022,34,"SUN","SUN","Pittsburgh Pirates",1,"Jun",1,0,0,1,0,0,0,0,0,0,6,0,0,0,84,0,0,1,25,1190,0,1
"278","EXBB0620",2022-06-20,40589,2022,35,"MON","MON","San Francisco Giants",3,"Jun",0,0,1,0,0,0,0,0,1,0,1,0,0,0,85,0,0,0,26,1225,0,5
"279","EXBB0621",2022-06-21,35384,2022,36,"TUE","TUE","San Francisco Giants",3,"Jun",0,0,0,0,0,0,0,0,0,0,2,0,0,0,84,0,0,0,26,1260,0,5
"280","EXBB0622",2022-06-22,38478,2022,37,"WED","WED","San Francisco Giants",3,"Jun",0,0,0,0,0,0,0,0,0,0,3,0,0,0,86,0,0,0,26,1295,0,5
"281","EXBB0623",2022-06-23,36870,2022,38,"THU","THU","San Francisco Giants",1,"Jun",0,0,0,0,0,0,0,0,0,0,4,0,0,0,88,0,1,0,26,1330,0,4
"282","EXBB0624",2022-06-24,42105,2022,39,"FRI","FRI","Los Angeles Dodgers",3,"Jun",1,0,0,0,0,0,0,0,0,0,5,0,0,0,88,0,0,0,26,1365,0,3
"283","EXBB0625",2022-06-25,42161,2022,40,"SAT","SAT","Los Angeles Dodgers",3,"Jun",1,0,0,0,0,0,0,0,0,0,6,0,0,0,90,0,0,0,26,1400,0,2
